                    * /home/fossee/esim-workspace/rl/rl.cir
                    Transient Analysis  Fri Aug 20 16:31:54  2021
--------------------------------------------------------------------------------
Index   time            in              out             
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	
1	5.000000e-06	5.000000e-02	4.997501e-02	
2	5.420140e-06	5.420140e-02	5.417414e-02	
3	6.260420e-06	6.260420e-02	6.257203e-02	
4	7.940980e-06	7.940980e-02	7.936570e-02	
5	1.130210e-05	1.130210e-01	1.129446e-01	
6	1.802434e-05	1.802434e-01	1.800685e-01	
7	3.146882e-05	3.146882e-01	3.141811e-01	
8	5.835778e-05	5.835778e-01	5.818660e-01	
9	1.121357e-04	1.121357e+00	1.115082e+00	
10	2.196915e-04	2.196915e+00	2.172958e+00	
11	4.348032e-04	4.348032e+00	4.254939e+00	
12	5.000000e-04	5.000000e+00	4.877138e+00	
13	5.430223e-04	5.000000e+00	4.856245e+00	
14	6.290670e-04	5.000000e+00	4.814639e+00	
15	8.011564e-04	5.000000e+00	4.732491e+00	
16	1.145335e-03	5.000000e+00	4.572364e+00	
17	1.833692e-03	5.000000e+00	4.268094e+00	
18	3.210407e-03	5.000000e+00	3.718342e+00	
19	5.963837e-03	5.000000e+00	2.818417e+00	
20	1.147070e-02	5.000000e+00	1.601440e+00	
21	2.147070e-02	5.000000e+00	5.338135e-01	
22	3.147070e-02	5.000000e+00	1.779378e-01	
23	4.147070e-02	5.000000e+00	5.931261e-02	
24	5.000000e-02	5.000000e+00	2.384765e-02	
25	5.005000e-02	4.500000e+00	-4.73783e-01	
26	5.015000e-02	3.500000e+00	-1.46409e+00	
27	5.035000e-02	1.500000e+00	-3.41530e+00	
28	5.050000e-02	0.000000e+00	-4.85329e+00	
29	5.054000e-02	0.000000e+00	-4.83395e+00	
30	5.062000e-02	0.000000e+00	-4.79543e+00	
31	5.078000e-02	0.000000e+00	-4.71931e+00	
32	5.110000e-02	0.000000e+00	-4.57067e+00	
33	5.174000e-02	0.000000e+00	-4.28722e+00	
34	5.302000e-02	0.000000e+00	-3.77147e+00	
35	5.558000e-02	0.000000e+00	-2.91553e+00	
36	6.070000e-02	0.000000e+00	-1.72703e+00	
37	6.757658e-02	0.000000e+00	-8.43284e-01	
38	7.415089e-02	0.000000e+00	-4.26038e-01	
39	8.053281e-02	0.000000e+00	-2.19917e-01	
40	8.729736e-02	0.000000e+00	-1.08752e-01	
41	9.399951e-02	0.000000e+00	-5.41592e-02	
42	1.000000e-01	0.000000e+00	-2.91611e-02	
43	1.006764e-01	0.000000e+00	-2.73135e-02	
44	1.020292e-01	0.000000e+00	-2.38526e-02	
45	1.047349e-01	0.000000e+00	-1.81679e-02	
46	1.101462e-01	0.000000e+00	-1.04303e-02	
47	1.170590e-01	0.000000e+00	-5.07202e-03	
48	1.235699e-01	0.000000e+00	-2.58071e-03	
49	1.299749e-01	0.000000e+00	-1.32872e-03	
50	1.367210e-01	0.000000e+00	-6.58441e-04	
51	1.434508e-01	0.000000e+00	-3.26888e-04	
52	1.501959e-01	0.000000e+00	-1.62006e-04	
53	1.568217e-01	0.000000e+00	-8.13759e-05	
54	1.635061e-01	0.000000e+00	-4.06071e-05	

Index   time            in              out             
--------------------------------------------------------------------------------
55	1.701685e-01	0.000000e+00	-2.03133e-05	
56	1.768759e-01	0.000000e+00	-1.01101e-05	
57	1.835450e-01	0.000000e+00	-5.05369e-06	
58	1.902352e-01	0.000000e+00	-2.52017e-06	
59	1.969038e-01	0.000000e+00	-1.25980e-06	
60	2.035934e-01	0.000000e+00	-6.28278e-07	
61	2.102682e-01	0.000000e+00	-3.13853e-07	
62	2.169551e-01	0.000000e+00	-1.56569e-07	
63	2.236308e-01	0.000000e+00	-7.82053e-08	
64	2.303155e-01	0.000000e+00	-3.90232e-08	
65	2.369930e-01	0.000000e+00	-1.94879e-08	
66	2.436768e-01	0.000000e+00	-9.72519e-09	
67	2.503552e-01	0.000000e+00	-4.85614e-09	
68	2.570380e-01	0.000000e+00	-2.42366e-09	
69	2.637172e-01	0.000000e+00	-1.21013e-09	
70	2.703994e-01	0.000000e+00	-6.04005e-10	
71	2.777787e-01	0.000000e+00	-2.78424e-10	
72	2.867188e-01	0.000000e+00	-1.06404e-10	
73	2.967188e-01	0.000000e+00	-3.54680e-11	
74	3.067188e-01	0.000000e+00	-1.18227e-11	
75	3.167188e-01	0.000000e+00	-3.94088e-12	
76	3.267188e-01	0.000000e+00	-1.31363e-12	
77	3.367188e-01	0.000000e+00	-4.37876e-13	
78	3.467188e-01	0.000000e+00	-1.45959e-13	
79	3.567188e-01	0.000000e+00	-4.86529e-14	
80	3.667188e-01	0.000000e+00	-1.62176e-14	
81	3.767188e-01	0.000000e+00	-5.40588e-15	
82	3.867188e-01	0.000000e+00	-1.80196e-15	
83	3.967188e-01	0.000000e+00	-6.00653e-16	
84	4.067188e-01	0.000000e+00	-2.00218e-16	
85	4.167188e-01	0.000000e+00	-6.67392e-17	
86	4.267188e-01	0.000000e+00	-2.22464e-17	
87	4.367188e-01	0.000000e+00	-7.41547e-18	
88	4.467188e-01	0.000000e+00	-2.47182e-18	
89	4.567188e-01	0.000000e+00	-8.23941e-19	
90	4.667188e-01	0.000000e+00	-2.74647e-19	
91	4.767188e-01	0.000000e+00	-9.15490e-20	
92	4.867188e-01	0.000000e+00	-3.05163e-20	
93	4.967188e-01	0.000000e+00	-1.01721e-20	
94	5.067188e-01	0.000000e+00	-3.39070e-21	
95	5.167188e-01	0.000000e+00	-1.13023e-21	
96	5.267188e-01	0.000000e+00	-3.76745e-22	
97	5.367188e-01	0.000000e+00	-1.25582e-22	
98	5.467188e-01	0.000000e+00	-4.18605e-23	
99	5.567188e-01	0.000000e+00	-1.39535e-23	
100	5.667188e-01	0.000000e+00	-4.65117e-24	
101	5.767188e-01	0.000000e+00	-1.55039e-24	
102	5.867188e-01	0.000000e+00	-5.16797e-25	
103	5.967188e-01	0.000000e+00	-1.72266e-25	
104	6.067188e-01	0.000000e+00	-5.74219e-26	
105	6.167188e-01	0.000000e+00	-1.91406e-26	
106	6.267188e-01	0.000000e+00	-6.38021e-27	
107	6.367188e-01	0.000000e+00	-2.12674e-27	
108	6.467188e-01	0.000000e+00	-7.08912e-28	
109	6.567188e-01	0.000000e+00	-2.36304e-28	
110	6.667188e-01	0.000000e+00	-7.87680e-29	
111	6.767188e-01	0.000000e+00	-2.62560e-29	
112	6.867188e-01	0.000000e+00	-8.75200e-30	

Index   time            in              out             
--------------------------------------------------------------------------------
113	6.967188e-01	0.000000e+00	-2.91733e-30	
114	7.067188e-01	0.000000e+00	-9.72444e-31	
115	7.167188e-01	0.000000e+00	-3.24148e-31	
116	7.267188e-01	0.000000e+00	-1.08049e-31	
117	7.367188e-01	0.000000e+00	-3.60164e-32	
118	7.467188e-01	0.000000e+00	-1.20055e-32	
119	7.567188e-01	0.000000e+00	-4.00183e-33	
120	7.667188e-01	0.000000e+00	-1.33394e-33	
121	7.767188e-01	0.000000e+00	-4.44648e-34	
122	7.867188e-01	0.000000e+00	-1.48216e-34	
123	7.967188e-01	0.000000e+00	-4.94053e-35	
124	8.067188e-01	0.000000e+00	-1.64684e-35	
125	8.167188e-01	0.000000e+00	-5.48948e-36	
126	8.267188e-01	0.000000e+00	-1.82983e-36	
127	8.367188e-01	0.000000e+00	-6.09942e-37	
128	8.467188e-01	0.000000e+00	-2.03314e-37	
129	8.567188e-01	0.000000e+00	-6.77713e-38	
130	8.667188e-01	0.000000e+00	-2.25904e-38	
131	8.767188e-01	0.000000e+00	-7.53014e-39	
132	8.867188e-01	0.000000e+00	-2.51005e-39	
133	8.967188e-01	0.000000e+00	-8.36683e-40	
134	9.067188e-01	0.000000e+00	-2.78894e-40	
135	9.167188e-01	0.000000e+00	-9.29648e-41	
136	9.267188e-01	0.000000e+00	-3.09883e-41	
137	9.367188e-01	0.000000e+00	-1.03294e-41	
138	9.467188e-01	0.000000e+00	-3.44314e-42	
139	9.567188e-01	0.000000e+00	-1.14771e-42	
140	9.667188e-01	0.000000e+00	-3.82571e-43	
141	9.767188e-01	0.000000e+00	-1.27524e-43	
142	9.867188e-01	0.000000e+00	-4.25079e-44	
143	9.967188e-01	0.000000e+00	-1.41693e-44	
144	1.006719e+00	0.000000e+00	-4.72310e-45	
145	1.016719e+00	0.000000e+00	-1.57437e-45	
146	1.026719e+00	0.000000e+00	-5.24789e-46	
147	1.036719e+00	0.000000e+00	-1.74930e-46	
148	1.046719e+00	0.000000e+00	-5.83099e-47	
149	1.056719e+00	0.000000e+00	-1.94366e-47	
150	1.066719e+00	0.000000e+00	-6.47887e-48	
151	1.076719e+00	0.000000e+00	-2.15962e-48	
152	1.086719e+00	0.000000e+00	-7.19875e-49	
153	1.096719e+00	0.000000e+00	-2.39958e-49	
154	1.106719e+00	0.000000e+00	-7.99861e-50	
155	1.116719e+00	0.000000e+00	-2.66620e-50	
156	1.126719e+00	0.000000e+00	-8.88734e-51	
157	1.136719e+00	0.000000e+00	-2.96245e-51	
158	1.146719e+00	0.000000e+00	-9.87483e-52	
159	1.156719e+00	0.000000e+00	-3.29161e-52	
160	1.166719e+00	0.000000e+00	-1.09720e-52	
161	1.176719e+00	0.000000e+00	-3.65734e-53	
162	1.186719e+00	0.000000e+00	-1.21911e-53	
163	1.196719e+00	0.000000e+00	-4.06371e-54	
164	1.206719e+00	0.000000e+00	-1.35457e-54	
165	1.216719e+00	0.000000e+00	-4.51524e-55	
166	1.226719e+00	0.000000e+00	-1.50508e-55	
167	1.236719e+00	0.000000e+00	-5.01693e-56	
168	1.246719e+00	0.000000e+00	-1.67231e-56	
169	1.256719e+00	0.000000e+00	-5.57437e-57	
170	1.266719e+00	0.000000e+00	-1.85812e-57	

Index   time            in              out             
--------------------------------------------------------------------------------
171	1.276719e+00	0.000000e+00	-6.19374e-58	
172	1.286719e+00	0.000000e+00	-2.06458e-58	
173	1.296719e+00	0.000000e+00	-6.88194e-59	
174	1.306719e+00	0.000000e+00	-2.29398e-59	
175	1.316719e+00	0.000000e+00	-7.64660e-60	
176	1.326719e+00	0.000000e+00	-2.54887e-60	
177	1.336719e+00	0.000000e+00	-8.49622e-61	
178	1.346719e+00	0.000000e+00	-2.83207e-61	
179	1.356719e+00	0.000000e+00	-9.44024e-62	
180	1.366719e+00	0.000000e+00	-3.14675e-62	
181	1.376719e+00	0.000000e+00	-1.04892e-62	
182	1.386719e+00	0.000000e+00	-3.49639e-63	
183	1.396719e+00	0.000000e+00	-1.16546e-63	
184	1.406719e+00	0.000000e+00	-3.88487e-64	
185	1.416719e+00	0.000000e+00	-1.29496e-64	
186	1.426719e+00	0.000000e+00	-4.31653e-65	
187	1.436719e+00	0.000000e+00	-1.43884e-65	
188	1.446719e+00	0.000000e+00	-4.79614e-66	
189	1.456719e+00	0.000000e+00	-1.59871e-66	
190	1.466719e+00	0.000000e+00	-5.32904e-67	
191	1.476719e+00	0.000000e+00	-1.77635e-67	
192	1.486719e+00	0.000000e+00	-5.92116e-68	
193	1.496719e+00	0.000000e+00	-1.97372e-68	
194	1.506719e+00	0.000000e+00	-6.57907e-69	
195	1.516719e+00	0.000000e+00	-2.19302e-69	
196	1.526719e+00	0.000000e+00	-7.31007e-70	
197	1.536719e+00	0.000000e+00	-2.43669e-70	
